time	x error	y error	L0 error	L1 error	R0 error	R1 error	L eye error	R eye error
15966	0.037585	0.166080	-0.006325	-0.004453	-0.001002	0.000625	-0.013979	-0.013979
15968	0.037993	0.165955	-0.006240	-0.004393	-0.000989	0.000617	-0.013568	-0.013568
15970	0.038386	0.165835	-0.006156	-0.004335	-0.000976	0.000609	-0.013165	-0.013165
15972	0.038766	0.165720	-0.006074	-0.004277	-0.000963	0.000601	-0.012772	-0.012772
15974	0.039131	0.165611	-0.005992	-0.004221	-0.000950	0.000593	-0.012388	-0.012388
15976	0.039483	0.165505	-0.005911	-0.004164	-0.000937	0.000585	-0.012013	-0.012013
15978	0.039822	0.165405	-0.005832	-0.004109	-0.000925	0.000578	-0.011646	-0.011646
15980	0.039822	0.165405	-0.005753	-0.004054	-0.000912	0.000570	-0.010967	-0.010967
15982	0.750121	-0.034417	-0.005676	-0.004001	-0.000900	0.000563	-0.537520	-0.537520
15984	0.750233	-0.034328	-0.005600	-0.003947	-0.000888	0.000556	-0.523806	-0.523806
15986	0.749729	-0.034728	-0.005524	-0.003895	-0.000876	0.000548	-0.495192	-0.495192
15988	0.748637	-0.035588	-0.005450	-0.003843	-0.000865	0.000541	-0.465415	-0.465415
15990	0.746987	-0.036881	-0.005377	-0.003792	-0.000853	0.000534	-0.436611	-0.436611
15992	0.744806	-0.038577	-0.005304	-0.003742	-0.000842	0.000527	-0.409070	-0.409070
15994	0.742120	-0.040643	-0.005233	-0.003692	-0.000831	0.000520	-0.382791	-0.382791
15996	0.738954	-0.043050	-0.005163	-0.003643	-0.000820	0.000514	-0.357725	-0.357725
15998	0.735331	-0.045764	-0.005093	-0.003594	-0.000809	0.000507	-0.333821	-0.333821
16000	0.731273	-0.048754	-0.005025	-0.003546	-0.000798	0.000500	-0.311029	-0.311029
16002	0.726802	-0.051988	-0.004957	-0.003499	-0.000787	0.000494	-0.289301	-0.289301
16004	0.721939	-0.055435	-0.004890	-0.003453	-0.000777	0.000488	-0.268591	-0.268591
16006	0.716706	-0.059065	-0.004825	-0.003407	-0.000767	0.000481	-0.248854	-0.248854
16008	0.711121	-0.062847	-0.004765	-0.003368	-0.000757	0.000475	-0.230048	-0.230048
16010	0.705204	-0.066753	-0.004717	-0.003341	-0.000746	0.000469	-0.212135	-0.212135
16012	0.698975	-0.070755	-0.004681	-0.003326	-0.000737	0.000463	-0.195074	-0.195074
16014	0.692452	-0.074826	-0.004659	-0.003321	-0.000727	0.000457	-0.178831	-0.178831
16016	0.685653	-0.078941	-0.004650	-0.003327	-0.000717	0.000451	-0.163369	-0.163369
16018	0.678598	-0.083075	-0.004655	-0.003340	-0.000708	0.000445	-0.148656	-0.148656
16020	0.671304	-0.087205	-0.004673	-0.003360	-0.000698	0.000439	-0.134659	-0.134659
16022	0.663788	-0.091310	-0.004704	-0.003384	-0.000689	0.000434	-0.121349	-0.121349
16024	0.656068	-0.095369	-0.004748	-0.003411	-0.000680	0.000428	-0.108696	-0.108696
16026	0.648162	-0.099364	-0.004802	-0.003438	-0.000671	0.000422	-0.096672	-0.096672
16028	0.640087	-0.103277	-0.004875	-0.003482	-0.000662	0.000417	-0.085250	-0.085250
16030	0.631858	-0.107091	-0.004974	-0.003558	-0.000653	0.000412	-0.074405	-0.074405
16032	0.623493	-0.110793	-0.005097	-0.003664	-0.000644	0.000406	-0.064113	-0.064113
16034	0.615009	-0.114369	-0.005246	-0.003795	-0.000636	0.000401	-0.054350	-0.054350
16036	0.606419	-0.117807	-0.005420	-0.003947	-0.000627	0.000396	-0.045094	-0.045094
16038	0.597741	-0.121096	-0.005616	-0.004115	-0.000619	0.000391	-0.036322	-0.036322
16040	0.588990	-0.124226	-0.005834	-0.004296	-0.000611	0.000386	-0.028016	-0.028016
16042	0.580179	-0.127190	-0.006070	-0.004485	-0.000603	0.000381	-0.020154	-0.020154
16044	0.571324	-0.129979	-0.006323	-0.004677	-0.000595	0.000376	-0.012718	-0.012718
16046	0.562438	-0.132590	-0.006588	-0.004870	-0.000587	0.000371	-0.005690	-0.005690
16048	0.553534	-0.135015	-0.006863	-0.005060	-0.000579	0.000366	0.000947	0.000947
16050	0.544627	-0.137252	-0.007150	-0.005266	-0.000571	0.000361	0.007211	0.007211
16052	0.535727	-0.139298	-0.007449	-0.005513	-0.000564	0.000357	0.013116	0.013116
16054	0.526848	-0.141150	-0.007757	-0.005799	-0.000556	0.000352	0.018679	0.018679
16056	0.518000	-0.142808	-0.008077	-0.006118	-0.000549	0.000347	0.023915	0.023915
16058	0.509194	-0.144272	-0.008414	-0.006461	-0.000541	0.000343	0.028836	0.028836
16060	0.500442	-0.145541	-0.008767	-0.006823	-0.000534	0.000338	0.033457	0.033457
16062	0.491752	-0.146617	-0.009136	-0.007197	-0.000527	0.000334	0.037791	0.037791
16064	0.483135	-0.147503	-0.009522	-0.007576	-0.000520	0.000330	0.041851	0.041851
16066	0.474598	-0.148199	-0.009922	-0.007954	-0.000513	0.000325	0.045647	0.045647
16068	0.466151	-0.148710	-0.010334	-0.008327	-0.000506	0.000321	0.049192	0.049192
16070	0.457800	-0.149039	-0.010755	-0.008688	-0.000500	0.000317	0.052497	0.052497
16072	0.449553	-0.149190	-0.011183	-0.009034	-0.000493	0.000313	0.055572	0.055572
16074	0.441416	-0.149167	-0.011614	-0.009361	-0.000486	0.000309	0.058428	0.058428
16076	0.433396	-0.148975	-0.012048	-0.009689	-0.000480	0.000305	0.061074	0.061074
16078	0.425498	-0.148619	-0.012487	-0.010038	-0.000474	0.000301	0.063520	0.063520
16080	0.417728	-0.148103	-0.012931	-0.010407	-0.000467	0.000297	0.065775	0.065775
16082	0.410088	-0.147435	-0.013376	-0.010792	-0.000461	0.000293	0.067847	0.067847
16084	0.402585	-0.146619	-0.013822	-0.011193	-0.000455	0.000289	0.069745	0.069745
16086	0.395221	-0.145661	-0.014264	-0.011606	-0.000449	0.000286	0.071476	0.071476
16088	0.387999	-0.144567	-0.014701	-0.012030	-0.000443	0.000282	0.073049	0.073049
16090	0.380922	-0.143344	-0.015131	-0.012459	-0.000437	0.000278	0.074471	0.074471
16092	0.373993	-0.141997	-0.015557	-0.012888	-0.000431	0.000275	0.075749	0.075749
16094	0.367213	-0.140533	-0.015979	-0.013308	-0.000426	0.000271	0.076889	0.076889
16096	0.360583	-0.138958	-0.016397	-0.013716	-0.000420	0.000268	0.077899	0.077899
16098	0.354106	-0.137277	-0.016812	-0.014106	-0.000414	0.000264	0.078784	0.078784
16100	0.347781	-0.135498	-0.017220	-0.014475	-0.000409	0.000261	0.079551	0.079551
16102	0.341608	-0.133626	-0.017622	-0.014820	-0.000403	0.000257	0.080205	0.080205
16104	0.335589	-0.131667	-0.018013	-0.015139	-0.000398	0.000254	0.080752	0.080752
16106	0.329723	-0.129627	-0.018392	-0.015430	-0.000393	0.000251	0.081198	0.081198
16108	0.324010	-0.127512	-0.018756	-0.015692	-0.000387	0.000247	0.081547	0.081547
16110	0.318448	-0.125328	-0.019102	-0.015924	-0.000382	0.000244	0.081804	0.081804
16112	0.313037	-0.123081	-0.019432	-0.016148	-0.000377	0.000241	0.081975	0.081975
16114	0.307775	-0.120775	-0.019748	-0.016380	-0.000372	0.000238	0.082063	0.082063
16116	0.302662	-0.118416	-0.020049	-0.016619	-0.000367	0.000235	0.082074	0.082074
16118	0.297695	-0.116009	-0.020333	-0.016863	-0.000362	0.000232	0.082011	0.082011
16120	0.292874	-0.113559	-0.020598	-0.017110	-0.000358	0.000229	0.081878	0.081878
16122	0.288195	-0.111072	-0.020845	-0.017357	-0.000353	0.000226	0.081680	0.081680
16124	0.283657	-0.108551	-0.021077	-0.017599	-0.000348	0.000223	0.081419	0.081419
16126	0.279257	-0.106002	-0.021296	-0.017831	-0.000344	0.000220	0.081100	0.081100
16128	0.274995	-0.103428	-0.021502	-0.018052	-0.000339	0.000217	0.080726	0.080726
16130	0.270866	-0.100833	-0.021696	-0.018258	-0.000334	0.000214	0.080300	0.080300
16132	0.266868	-0.098223	-0.021877	-0.018447	-0.000330	0.000212	0.079826	0.079826
16134	0.263000	-0.095600	-0.022046	-0.018618	-0.000326	0.000209	0.079306	0.079306
16136	0.259257	-0.092968	-0.022201	-0.018770	-0.000321	0.000206	0.078743	0.078743
16138	0.255638	-0.090331	-0.022340	-0.018902	-0.000317	0.000203	0.078140	0.078140
16140	0.252140	-0.087691	-0.022464	-0.019014	-0.000313	0.000201	0.077500	0.077500
16142	0.248760	-0.085053	-0.022570	-0.019105	-0.000309	0.000198	0.076825	0.076825
16144	0.245495	-0.082419	-0.022658	-0.019177	-0.000305	0.000196	0.076118	0.076118
16146	0.242343	-0.079792	-0.022726	-0.019228	-0.000301	0.000193	0.075381	0.075381
16148	0.239300	-0.077174	-0.022773	-0.019260	-0.000297	0.000191	0.074616	0.074616
16150	0.236363	-0.074568	-0.022797	-0.019274	-0.000293	0.000188	0.073826	0.073826
16152	0.233530	-0.071976	-0.022799	-0.019270	-0.000289	0.000186	0.073012	0.073012
16154	0.230799	-0.069402	-0.022777	-0.019250	-0.000285	0.000183	0.072176	0.072176
16156	0.228165	-0.066845	-0.022734	-0.019212	-0.000281	0.000181	0.071321	0.071321
16158	0.225627	-0.064310	-0.022672	-0.019159	-0.000277	0.000179	0.070448	0.070448
16160	0.223181	-0.061797	-0.022594	-0.019090	-0.000274	0.000176	0.069558	0.069558
16162	0.220825	-0.059307	-0.022499	-0.019005	-0.000270	0.000174	0.068654	0.068654
16164	0.218556	-0.056844	-0.022390	-0.018906	-0.000266	0.000172	0.067737	0.067737
16166	0.216372	-0.054407	-0.022267	-0.018792	-0.000263	0.000169	0.066808	0.066808
16168	0.214269	-0.051999	-0.022130	-0.018665	-0.000259	0.000167	0.065870	0.065870
16170	0.212245	-0.049620	-0.021981	-0.018526	-0.000256	0.000165	0.064922	0.064922
16172	0.210298	-0.047271	-0.021819	-0.018375	-0.000253	0.000163	0.063967	0.063967
16174	0.208425	-0.044955	-0.021645	-0.018213	-0.000249	0.000161	0.063005	0.063005
16176	0.206624	-0.042670	-0.021458	-0.018041	-0.000246	0.000159	0.062039	0.062039
16178	0.204892	-0.040419	-0.021259	-0.017859	-0.000243	0.000157	0.061068	0.061068
16180	0.203226	-0.038202	-0.021048	-0.017669	-0.000239	0.000155	0.060095	0.060095
16182	0.201626	-0.036020	-0.020828	-0.017473	-0.000236	0.000153	0.059119	0.059119
16184	0.200087	-0.033873	-0.020601	-0.017272	-0.000233	0.000151	0.058143	0.058143
16186	0.198609	-0.031761	-0.020368	-0.017067	-0.000230	0.000149	0.057166	0.057166
16188	0.197189	-0.029686	-0.020131	-0.016861	-0.000227	0.000147	0.056190	0.056190
16190	0.195825	-0.027647	-0.019891	-0.016654	-0.000224	0.000145	0.055216	0.055216
16192	0.194514	-0.025644	-0.019649	-0.016447	-0.000221	0.000143	0.054244	0.054244
16194	0.193256	-0.023678	-0.019406	-0.016240	-0.000218	0.000141	0.053275	0.053275
16196	0.192048	-0.021750	-0.019162	-0.016034	-0.000215	0.000139	0.052310	0.052310
16198	0.190887	-0.019858	-0.018919	-0.015829	-0.000212	0.000138	0.051349	0.051349
16200	0.189774	-0.018003	-0.018677	-0.015625	-0.000209	0.000136	0.050393	0.050393
16202	0.188705	-0.016186	-0.018436	-0.015423	-0.000207	0.000134	0.049442	0.049442
16204	0.187678	-0.014405	-0.018196	-0.015222	-0.000204	0.000132	0.048498	0.048498
16206	0.186694	-0.012662	-0.017958	-0.015024	-0.000201	0.000131	0.047560	0.047560
16208	0.185749	-0.010955	-0.017722	-0.014827	-0.000198	0.000129	0.046629	0.046629
16210	0.184842	-0.009285	-0.017488	-0.014633	-0.000196	0.000127	0.045706	0.045706
16212	0.183972	-0.007652	-0.017256	-0.014441	-0.000193	0.000126	0.044790	0.044790
16214	0.183137	-0.006054	-0.017027	-0.014251	-0.000191	0.000124	0.043883	0.043883
16216	0.182336	-0.004493	-0.016801	-0.014063	-0.000188	0.000122	0.042984	0.042984
16218	0.181568	-0.002967	-0.016576	-0.013877	-0.000186	0.000121	0.042095	0.042095
16220	0.180831	-0.001477	-0.016355	-0.013694	-0.000183	0.000119	0.041214	0.041214
16222	0.180124	-0.000021	-0.016136	-0.013513	-0.000181	0.000118	0.040343	0.040343
16224	0.179446	0.001400	-0.015920	-0.013334	-0.000178	0.000116	0.039482	0.039482
16226	0.178796	0.002786	-0.015706	-0.013158	-0.000176	0.000115	0.038631	0.038631
16228	0.178172	0.004139	-0.015495	-0.012984	-0.000174	0.000113	0.037790	0.037790
16230	0.177574	0.005459	-0.015287	-0.012812	-0.000171	0.000112	0.036960	0.036960
16232	0.177000	0.006745	-0.015082	-0.012642	-0.000169	0.000110	0.036140	0.036140
16234	0.176450	0.007999	-0.014879	-0.012475	-0.000167	0.000109	0.035331	0.035331
16236	0.175923	0.009221	-0.014679	-0.012309	-0.000165	0.000107	0.034533	0.034533
16238	0.175417	0.010411	-0.014481	-0.012146	-0.000162	0.000106	0.033746	0.033746
16240	0.174932	0.011570	-0.014286	-0.011985	-0.000160	0.000105	0.032970	0.032970
16242	0.174467	0.012699	-0.014094	-0.011826	-0.000158	0.000103	0.032205	0.032205
16244	0.174021	0.013797	-0.013904	-0.011669	-0.000156	0.000102	0.031452	0.031452
16246	0.173593	0.014866	-0.013717	-0.011514	-0.000154	0.000101	0.030710	0.030710
16248	0.173183	0.015906	-0.013532	-0.011362	-0.000152	0.000099	0.029980	0.029980
16250	0.172790	0.016917	-0.013350	-0.011211	-0.000150	0.000098	0.029261	0.029261
16252	0.172413	0.017900	-0.013170	-0.011062	-0.000148	0.000097	0.028553	0.028553
16254	0.172052	0.018855	-0.012992	-0.010916	-0.000146	0.000095	0.027857	0.027857
16256	0.171705	0.019783	-0.012817	-0.010771	-0.000144	0.000094	0.027173	0.027173
16258	0.171373	0.020685	-0.012644	-0.010628	-0.000142	0.000093	0.026500	0.026500
16260	0.171055	0.021561	-0.012474	-0.010487	-0.000140	0.000092	0.025838	0.025838
16262	0.170749	0.022411	-0.012306	-0.010348	-0.000138	0.000091	0.025189	0.025189
16264	0.170457	0.023236	-0.012140	-0.010210	-0.000136	0.000089	0.024550	0.024550
16266	0.170176	0.024036	-0.011976	-0.010075	-0.000135	0.000088	0.023923	0.023923
16268	0.169907	0.024813	-0.011815	-0.009941	-0.000133	0.000087	0.023307	0.023307
16270	0.169649	0.025566	-0.011655	-0.009809	-0.000131	0.000086	0.022703	0.022703
16272	0.169402	0.026296	-0.011498	-0.009679	-0.000129	0.000085	0.022110	0.022110
16274	0.169164	0.027004	-0.011343	-0.009551	-0.000128	0.000084	0.021528	0.021528
16276	0.168937	0.027689	-0.011190	-0.009424	-0.000126	0.000083	0.020958	0.020958
16278	0.168719	0.028353	-0.011040	-0.009299	-0.000124	0.000082	0.020398	0.020398
16280	0.168510	0.028996	-0.010891	-0.009175	-0.000123	0.000081	0.019849	0.019849
16282	0.168310	0.029619	-0.010744	-0.009054	-0.000121	0.000079	0.019311	0.019311
16284	0.168118	0.030221	-0.010599	-0.008933	-0.000119	0.000078	0.018784	0.018784
16286	0.167935	0.030804	-0.010456	-0.008815	-0.000118	0.000077	0.018268	0.018268
16288	0.167758	0.031368	-0.010315	-0.008698	-0.000116	0.000076	0.017762	0.017762
16290	0.167590	0.031913	-0.010176	-0.008583	-0.000115	0.000075	0.017266	0.017266
16292	0.167428	0.032440	-0.010039	-0.008469	-0.000113	0.000074	0.016781	0.016781
16294	0.167273	0.032950	-0.009904	-0.008356	-0.000112	0.000073	0.016307	0.016307
16296	0.167124	0.033442	-0.009770	-0.008245	-0.000110	0.000073	0.015842	0.015842
16298	0.166982	0.033917	-0.009639	-0.008136	-0.000109	0.000072	0.015387	0.015387
16300	0.166845	0.034375	-0.009509	-0.008028	-0.000107	0.000071	0.014943	0.014943
16302	0.166715	0.034818	-0.009381	-0.007921	-0.000106	0.000070	0.014508	0.014508
16304	0.166590	0.035245	-0.009254	-0.007816	-0.000104	0.000069	0.014082	0.014082
16306	0.166470	0.035657	-0.009130	-0.007713	-0.000103	0.000068	0.013666	0.013666
16308	0.166355	0.036054	-0.009007	-0.007610	-0.000102	0.000067	0.013260	0.013260
16310	0.166246	0.036436	-0.008885	-0.007509	-0.000100	0.000066	0.012863	0.012863
16312	0.166141	0.036805	-0.008765	-0.007410	-0.000099	0.000065	0.012475	0.012475
16314	0.166040	0.037160	-0.008647	-0.007311	-0.000098	0.000064	0.012096	0.012096
16316	0.165944	0.037502	-0.008531	-0.007214	-0.000096	0.000064	0.011725	0.011725
16318	0.165944	0.037502	-0.008416	-0.007119	-0.000095	0.000063	0.011042	0.011042
16320	-0.321373	1.870200	-0.008302	-0.007024	-0.000094	0.000062	1.365099	1.365099
16322	-0.322257	1.869678	-0.008191	-0.006931	-0.000093	0.000061	1.330352	1.330352
16324	-0.326859	1.866948	-0.008080	-0.006839	-0.000091	0.000060	1.257291	1.257291
16326	-0.334962	1.862097	-0.007971	-0.006748	-0.000090	0.000060	1.181227	1.181227
16328	-0.346334	1.855189	-0.007864	-0.006659	-0.000089	0.000059	1.107655	1.107655
16330	-0.360734	1.846273	-0.007758	-0.006570	-0.000088	0.000058	1.037319	1.037319
16332	-0.377913	1.835386	-0.007653	-0.006483	-0.000087	0.000057	0.970213	0.970213
16334	-0.397618	1.822552	-0.007550	-0.006397	-0.000085	0.000057	0.906216	0.906216
16336	-0.419592	1.807790	-0.007449	-0.006312	-0.000084	0.000056	0.845197	0.845197
16338	-0.443577	1.791117	-0.007348	-0.006228	-0.000083	0.000055	0.787026	0.787026
16340	-0.469314	1.772547	-0.007249	-0.006146	-0.000082	0.000054	0.731578	0.731578
16342	-0.496549	1.752096	-0.007152	-0.006064	-0.000081	0.000054	0.678736	0.678736
16344	-0.525027	1.729781	-0.007055	-0.005984	-0.000080	0.000053	0.628387	0.628387
16346	-0.554502	1.705626	-0.006960	-0.005904	-0.000079	0.000052	0.580423	0.580423
16348	-0.584731	1.679660	-0.006866	-0.005826	-0.000078	0.000052	0.534741	0.534741
16350	-0.615477	1.651918	-0.006774	-0.005749	-0.000077	0.000051	0.491244	0.491244
16352	-0.646514	1.622442	-0.006683	-0.005672	-0.000076	0.000050	0.449837	0.449837
16354	-0.677623	1.591286	-0.006593	-0.005597	-0.000075	0.000050	0.410430	0.410430
16356	-0.708595	1.558506	-0.006495	-0.005511	-0.000074	0.000049	0.372939	0.372939
16358	-0.739231	1.524172	-0.006381	-0.005403	-0.000073	0.000048	0.337282	0.337282
16360	-0.769344	1.488358	-0.006251	-0.005272	-0.000072	0.000048	0.303380	0.303380
16362	-0.798759	1.451149	-0.006107	-0.005114	-0.000071	0.000047	0.271159	0.271159
16364	-0.827313	1.412635	-0.005952	-0.004925	-0.000070	0.000047	0.240546	0.240546
16366	-0.854856	1.372914	-0.005789	-0.004696	-0.000069	0.000046	0.211474	0.211474
16368	-0.881252	1.332090	-0.005629	-0.004469	-0.000068	0.000045	0.183878	0.183878
16370	-0.906378	1.290271	-0.005485	-0.004283	-0.000067	0.000045	0.157693	0.157693
16372	-0.930123	1.247571	-0.005356	-0.004123	-0.000066	0.000044	0.132861	0.132861
16374	-0.952392	1.204109	-0.005241	-0.003977	-0.000065	0.000044	0.109324	0.109324
16376	-0.973102	1.160003	-0.005136	-0.003830	-0.000065	0.000043	0.087027	0.087027
16378	-0.992185	1.115375	-0.005035	-0.003666	-0.000064	0.000042	0.065917	0.065917
16380	-1.009583	1.070348	-0.004927	-0.003468	-0.000063	0.000042	0.045944	0.045944
16382	-1.025254	1.025045	-0.004818	-0.003271	-0.000062	0.000041	0.027059	0.027059
16384	-1.039167	0.979588	-0.004718	-0.003109	-0.000061	0.000041	0.009215	0.009215
16386	-1.051302	0.934097	-0.004623	-0.002963	-0.000060	0.000040	-0.007631	-0.007631
16388	-1.061653	0.888689	-0.004525	-0.002812	-0.000060	0.000040	-0.023522	-0.023522
16390	-1.070221	0.843479	-0.004416	-0.002634	-0.000059	0.000039	-0.038500	-0.038500
16392	-1.077020	0.798578	-0.004275	-0.002408	-0.000058	0.000039	-0.052603	-0.052603
16394	-1.082072	0.754092	-0.004104	-0.002177	-0.000057	0.000038	-0.065869	-0.065869
16396	-1.085409	0.710123	-0.003914	-0.001976	-0.000056	0.000038	-0.078335	-0.078335
16398	-1.087068	0.666766	-0.003703	-0.001773	-0.000056	0.000037	-0.090035	-0.090035
16400	-1.087095	0.624112	-0.003464	-0.001539	-0.000055	0.000037	-0.101002	-0.101002
16402	-1.085545	0.582245	-0.003210	-0.001298	-0.000054	0.000036	-0.111268	-0.111268
16404	-1.082473	0.541243	-0.002957	-0.001080	-0.000054	0.000036	-0.120864	-0.120864
16406	-1.077944	0.501176	-0.002719	-0.000890	-0.000053	0.000035	-0.129819	-0.129819
16408	-1.072024	0.462110	-0.002516	-0.000737	-0.000052	0.000035	-0.138162	-0.138162
16410	-1.064784	0.424102	-0.002342	-0.000615	-0.000051	0.000034	-0.145919	-0.145919
16412	-1.056297	0.387204	-0.002193	-0.000517	-0.000051	0.000034	-0.153117	-0.153117
16414	-1.046639	0.351460	-0.002064	-0.000438	-0.000050	0.000034	-0.159780	-0.159780
16416	-1.035887	0.316908	-0.001953	-0.000374	-0.000049	0.000033	-0.165934	-0.165934
16418	-1.024118	0.283580	-0.001857	-0.000322	-0.000049	0.000033	-0.171600	-0.171600
16420	-1.011412	0.251502	-0.001774	-0.000280	-0.000048	0.000032	-0.176801	-0.176801
16422	-0.997845	0.220692	-0.001701	-0.000246	-0.000047	0.000032	-0.181559	-0.181559
16424	-0.983497	0.191164	-0.001637	-0.000218	-0.000047	0.000031	-0.185893	-0.185893
16426	-0.968444	0.162928	-0.001581	-0.000195	-0.000046	0.000031	-0.189824	-0.189824
16428	-0.952760	0.135986	-0.001531	-0.000176	-0.000046	0.000031	-0.193370	-0.193370
16430	-0.936520	0.110336	-0.001487	-0.000160	-0.000045	0.000030	-0.196549	-0.196549
16432	-0.919795	0.085972	-0.001447	-0.000147	-0.000044	0.000030	-0.199379	-0.199379
16434	-0.902654	0.062884	-0.001411	-0.000136	-0.000044	0.000029	-0.201877	-0.201877
16436	-0.885164	0.041057	-0.001379	-0.000127	-0.000043	0.000029	-0.204058	-0.204058
16438	-0.867389	0.020473	-0.001349	-0.000119	-0.000043	0.000029	-0.205938	-0.205938
16440	-0.849390	0.001111	-0.001321	-0.000113	-0.000042	0.000028	-0.207532	-0.207532
16442	-0.831226	-0.017053	-0.001295	-0.000107	-0.000041	0.000028	-0.208855	-0.208855
16444	-0.812951	-0.034045	-0.001271	-0.000102	-0.000041	0.000028	-0.209919	-0.209919
16446	-0.794619	-0.049896	-0.001249	-0.000098	-0.000040	0.000027	-0.210738	-0.210738
16448	-0.776277	-0.064634	-0.001227	-0.000095	-0.000040	0.000027	-0.211325	-0.211325
16450	-0.757971	-0.078294	-0.001207	-0.000092	-0.000039	0.000027	-0.211692	-0.211692
16452	-0.739745	-0.090910	-0.001188	-0.000089	-0.000039	0.000026	-0.211850	-0.211850
16454	-0.721637	-0.102515	-0.001169	-0.000086	-0.000038	0.000026	-0.211810	-0.211810
16456	-0.703684	-0.113148	-0.001151	-0.000084	-0.000068	-0.000005	-0.211584	-0.211584
16458	-0.685920	-0.122844	-0.001134	-0.000082	-0.000156	-0.000090	-0.211181	-0.211181
16460	-0.668374	-0.131640	-0.001117	-0.000080	-0.000283	-0.000216	-0.210612	-0.210612
16462	-0.651076	-0.139575	-0.001101	-0.000078	-0.000435	-0.000374	-0.209885	-0.209885
16464	-0.634048	-0.146686	-0.001085	-0.000077	-0.000612	-0.000550	-0.209011	-0.209011
16466	-0.617314	-0.153010	-0.001070	-0.000075	-0.000811	-0.000730	-0.207997	-0.207997
16468	-0.600894	-0.158586	-0.001055	-0.000074	-0.001043	-0.000941	-0.206852	-0.206852
16470	-0.584804	-0.163449	-0.001040	-0.000072	-0.001317	-0.001206	-0.205585	-0.205585
16472	-0.569060	-0.167637	-0.001026	-0.000071	-0.001629	-0.001507	-0.204202	-0.204202
16474	-0.553673	-0.171185	-0.001012	-0.000070	-0.001973	-0.001828	-0.202712	-0.202712
16476	-0.538656	-0.174129	-0.000998	-0.000069	-0.002342	-0.002154	-0.201120	-0.201120
16478	-0.524016	-0.176504	-0.000984	-0.000067	-0.002727	-0.002474	-0.199435	-0.199435
16480	-0.509761	-0.178341	-0.000971	-0.000066	-0.003118	-0.002780	-0.197662	-0.197662
16482	-0.495896	-0.179676	-0.000958	-0.000065	-0.003507	-0.003065	-0.195808	-0.195808
16484	-0.482424	-0.180538	-0.000945	-0.000064	-0.003893	-0.003361	-0.193879	-0.193879
16486	-0.469347	-0.180959	-0.000932	-0.000063	-0.004281	-0.003691	-0.191880	-0.191880
16488	-0.456667	-0.180969	-0.000919	-0.000062	-0.004673	-0.004041	-0.189816	-0.189816
16490	-0.444383	-0.180595	-0.000907	-0.000061	-0.005067	-0.004398	-0.187694	-0.187694
16492	-0.432493	-0.179866	-0.000895	-0.000060	-0.005461	-0.004749	-0.185518	-0.185518
16494	-0.420995	-0.178808	-0.000883	-0.000059	-0.005849	-0.005087	-0.183292	-0.183292
16496	-0.409886	-0.177447	-0.000871	-0.000059	-0.006228	-0.005405	-0.181022	-0.181022
16498	-0.399160	-0.175806	-0.000859	-0.000058	-0.006592	-0.005699	-0.178711	-0.178711
16500	-0.388813	-0.173908	-0.000848	-0.000057	-0.006935	-0.005966	-0.176364	-0.176364
16502	-0.378838	-0.171776	-0.000836	-0.000056	-0.007250	-0.006207	-0.173985	-0.173985
16504	-0.369230	-0.169431	-0.000825	-0.000055	-0.007536	-0.006419	-0.171577	-0.171577
16506	-0.359982	-0.166892	-0.000814	-0.000054	-0.007794	-0.006602	-0.169144	-0.169144
16508	-0.351086	-0.164178	-0.000803	-0.000053	-0.008025	-0.006754	-0.166690	-0.166690
16510	-0.342534	-0.161308	-0.000792	-0.000053	-0.008230	-0.006875	-0.164217	-0.164217
16512	-0.334319	-0.158298	-0.000782	-0.000052	-0.008415	-0.006982	-0.161730	-0.161730
16514	-0.326431	-0.155163	-0.000771	-0.000051	-0.008587	-0.007090	-0.159230	-0.159230
16516	-0.318863	-0.151920	-0.000761	-0.000050	-0.008743	-0.007194	-0.156721	-0.156721
16518	-0.311606	-0.148583	-0.000751	-0.000050	-0.008880	-0.007288	-0.154205	-0.154205
16520	-0.304650	-0.145163	-0.000741	-0.000049	-0.008995	-0.007371	-0.151685	-0.151685
16522	-0.297987	-0.141675	-0.000731	-0.000048	-0.009084	-0.007441	-0.149163	-0.149163
16524	-0.291608	-0.138129	-0.000721	-0.000047	-0.009152	-0.007496	-0.146642	-0.146642
16526	-0.285504	-0.134537	-0.000711	-0.000047	-0.009201	-0.007537	-0.144123	-0.144123
16528	-0.279665	-0.130908	-0.000702	-0.000046	-0.009228	-0.007556	-0.141609	-0.141609
16530	-0.274084	-0.127252	-0.000692	-0.000045	-0.009229	-0.007551	-0.139102	-0.139102
16532	-0.268751	-0.123578	-0.000683	-0.000045	-0.009211	-0.007527	-0.136603	-0.136603
16534	-0.263657	-0.119895	-0.000674	-0.000044	-0.009176	-0.007489	-0.134115	-0.134115
16536	-0.258794	-0.116208	-0.000665	-0.000043	-0.009126	-0.007439	-0.131638	-0.131638
16538	-0.254153	-0.112526	-0.000656	-0.000043	-0.009065	-0.007380	-0.129175	-0.129175
16540	-0.249725	-0.108855	-0.000647	-0.000042	-0.008995	-0.007314	-0.126726	-0.126726
16542	-0.245504	-0.105200	-0.000639	-0.000041	-0.008917	-0.007243	-0.124294	-0.124294
16544	-0.241480	-0.101568	-0.000630	-0.000041	-0.008834	-0.007168	-0.121879	-0.121879
